Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date,genres
2023-04-29,Twister,1996.0,https://boxd.it/4bjVwx,3.5,,hulu,2023-04-28,"['Action', 'Adventure', 'Drama']"
2023-04-29,Fantastic Beasts: The Secrets of Dumbledore,2022.0,https://boxd.it/4b7F3P,2.0,,hbomax,2023-04-27,"['Fantasy', 'Adventure', 'Family']"
2023-04-29,The Bourne Supremacy,2004.0,https://boxd.it/4b8yF5,3.5,,hbomax,2023-04-26,"['Action', 'Drama', 'Thriller']"
2023-04-28,Batman: Under the Red Hood,2010.0,https://boxd.it/4b3Dcn,3.5,,hbomax,2023-04-25,"['Science Fiction', 'Crime', 'Action', 'Animation', 'Mystery']"
2023-04-26,Blade Runner 2049,2017.0,https://boxd.it/4aAWLj,4.5,,hulu,2023-04-24,"['Science Fiction', 'Drama']"
2023-04-24,Rush Hour 2,2001.0,https://boxd.it/4a4khV,3.5,Yes,appletv,2023-04-23,"['Action', 'Comedy', 'Crime']"
2023-04-24,Power Rangers,2017.0,https://boxd.it/49SyrL,3.0,,,2023-04-22,"['Action', 'Adventure', 'Science Fiction']"
2023-04-22,Star Wars: Episode II - Attack of the Clones,2002.0,https://boxd.it/49sWFP,2.5,Yes,disney+,2023-04-21,"['Adventure', 'Action', 'Science Fiction']"
2023-04-22,Star Wars: Episode I - The Phantom Menace,1999.0,https://boxd.it/49iAh7,2.5,Yes,disney+,2023-04-20,"['Adventure', 'Action', 'Science Fiction']"
2023-04-21,Star Wars: The Rise of Skywalker,2019.0,https://boxd.it/49duhZ,2.5,Yes,disney+,2023-04-19,"['Adventure', 'Action', 'Science Fiction']"
2023-04-20,Star Wars: The Last Jedi,2017.0,https://boxd.it/48OTzT,4.0,,,2023-04-18,"['Adventure', 'Action', 'Science Fiction']"
2023-04-19,The 40 Year Old Virgin,2005.0,https://boxd.it/48CFmx,4.0,,showtime,2023-04-17,"['Comedy', 'Romance']"
2023-04-19,Return of the Jedi,1983.0,https://boxd.it/48BMID,3.5,,,2023-04-16,"['Adventure', 'Action', 'Science Fiction']"
2023-04-16,65,2023.0,https://boxd.it/47XQ3f,2.0,,,2023-04-15,"['Science Fiction', 'Adventure', 'Thriller']"
2023-04-16,The Empire Strikes Back,1980.0,https://boxd.it/47WCpz,5.0,,,2023-04-14,"['Adventure', 'Action', 'Science Fiction']"
2023-04-15,Evangelion: 3.0+1.0 Thrice Upon a Time,2021.0,https://boxd.it/47Aw3j,4.5,Yes,amazonprime,2023-04-13,"['Animation', 'Action', 'Science Fiction', 'Drama']"
2023-04-15,Evangelion: 3.0 You Can (Not) Redo,2012.0,https://boxd.it/47AvUB,3.5,Yes,,2023-04-12,"['Animation', 'Science Fiction', 'Action', 'Drama']"
2023-04-13,Evangelion: 2.0 You Can (Not) Advance,2009.0,https://boxd.it/479sBd,4.0,Yes,amazonprime,2023-04-11,"['Animation', 'Science Fiction', 'Action', 'Drama']"
2023-04-11,The Magnificent Seven,2016.0,https://boxd.it/46F5yZ,3.0,,amazonprime,2023-04-10,"['Adventure', 'Action', 'Western']"
2023-04-10,Trance,2013.0,https://boxd.it/46gKGl,2.5,,,2023-04-09,"['Thriller', 'Crime', 'Drama', 'Mystery']"
2023-04-11,Star Wars: The Rise of Skywalker,2019.0,https://boxd.it/46Detv,2.5,,disney+,2023-04-08,"['Adventure', 'Action', 'Science Fiction']"
2023-04-08,Nope,2022.0,https://boxd.it/45DWBp,4.5,Yes,amazonprime,2023-04-07,"['Horror', 'Mystery', 'Science Fiction']"
2023-04-06,Ralph Breaks the Internet,2018.0,https://boxd.it/453KtV,3.0,,disney+,2023-04-05,"['Family', 'Animation', 'Comedy', 'Adventure']"
2023-04-05,Elizabethtown,2005.0,https://boxd.it/44G9tt,2.0,,amazonprime,2023-04-04,"['Comedy', 'Drama', 'Romance']"
2023-04-05,Master and Commander: The Far Side of the World,2003.0,https://boxd.it/44Dhcp,4.0,,hbomax,2023-04-03,"['Adventure', 'Drama', 'War']"
2023-04-09,Evangelion: 1.0 You Are (Not) Alone,2007.0,https://boxd.it/45LVVz,3.5,Yes,amazonprime,2023-04-02,"['Animation', 'Science Fiction', 'Action', 'Drama']"
2023-04-04,Taxi,2004.0,https://boxd.it/44ryaB,2.0,,,2023-04-01,"['Action', 'Comedy', 'Thriller', 'Crime']"
2023-04-02,John Wick: Chapter 2,2017.0,https://boxd.it/43MDyL,4.0,Yes,,2023-03-31,"['Action', 'Thriller', 'Crime']"
2023-03-30,Hardcore Henry,2015.0,https://boxd.it/43aQqf,2.5,,netflix,2023-03-30,"['Action', 'Adventure', 'Science Fiction']"
2023-03-30,Lupin III: The First,2019.0,https://boxd.it/436E73,3.5,,hulu,2023-03-29,"['Adventure', 'Action', 'Animation']"
2023-04-02,Set It Off,1996.0,https://boxd.it/43MDY5,4.0,,,2023-03-28,"['Crime', 'Drama', 'Thriller']"
2023-03-28,First Reformed,2017.0,https://boxd.it/42Fs1X,4.5,,hbomax,2023-03-27,['Drama']
2023-04-02,John Wick,2014.0,https://boxd.it/43MCAL,4.0,Yes,,2023-03-26,"['Action', 'Thriller']"
2023-03-26,John Wick: Chapter 4,2023.0,https://boxd.it/4291SL,5.0,,,2023-03-25,"['Action', 'Thriller', 'Crime']"
2023-03-25,Rocky III,1982.0,https://boxd.it/41NI4b,3.0,,netflix,2023-03-24,['Drama']
2023-03-27,Sicario,2015.0,https://boxd.it/42ruTf,4.0,,,2023-03-23,"['Action', 'Crime', 'Thriller']"
2023-03-25,21 Jump Street,2012.0,https://boxd.it/41IRd7,3.5,,netflix,2023-03-22,"['Action', 'Comedy', 'Crime']"
2023-03-22,Sicario: Day of the Soldado,2018.0,https://boxd.it/411OHR,3.0,,showtime,2023-03-21,"['Action', 'Crime', 'Thriller']"
2023-03-22,Five Came Back,2017.0,https://boxd.it/411erX,4.0,,netflix,2023-03-20,"['Documentary', 'War']"
2023-03-20,Sunshine,2007.0,https://boxd.it/40yarh,4.5,Yes,,2023-03-19,"['Drama', 'Science Fiction', 'Thriller']"
2023-03-19,Battledogs,2013.0,https://boxd.it/40dRE7,2.0,,,2023-03-18,"['Action', 'Horror', 'Science Fiction']"
2023-03-17,Making of The Last of Us,2023.0,https://boxd.it/3ZwTfR,,,hbomax,2023-03-17,['Documentary']
2023-03-17,Chungking Express,1994.0,https://boxd.it/3ZwSs1,5.0,Yes,hbomax,2023-03-16,"['Drama', 'Comedy', 'Romance']"
2023-03-19,Brokeback Mountain,2005.0,https://boxd.it/402bCB,4.0,,netflix,2023-03-15,"['Drama', 'Romance']"
2023-03-16,The Bad News Bears,1976.0,https://boxd.it/3Zrolz,3.0,,hbomax,2023-03-14,"['Family', 'Comedy']"
2023-03-14,28 Weeks Later,2007.0,https://boxd.it/3YXoh3,3.0,,,2023-03-13,"['Horror', 'Thriller', 'Science Fiction']"
2023-03-13,TÁR,2022.0,https://boxd.it/3YtZYj,4.5,Yes,peacock,2023-03-12,"['Drama', 'Music']"
2023-03-13,Marlon Wayans: God Loves Me,2023.0,https://boxd.it/3Yu0t7,,Yes,,2023-03-11,['Comedy']
2023-03-11,Infinity Pool,2023.0,https://boxd.it/3Y1tYv,3.0,,,2023-03-10,"['Horror', 'Science Fiction', 'Thriller']"
2023-03-10,Creed III,2023.0,https://boxd.it/3XEsQz,4.0,,,2023-03-09,"['Drama', 'Action']"
2023-03-09,Creed II,2018.0,https://boxd.it/3Xu2PP,3.0,Yes,hbomax,2023-03-08,"['Drama', 'Action']"
2023-03-08,Rocky II,1979.0,https://boxd.it/3XeRiZ,3.5,,netflix,2023-03-07,['Drama']
2023-03-07,Arrival,2016.0,https://boxd.it/3WOPfd,4.5,,,2023-03-06,"['Drama', 'Science Fiction', 'Mystery']"
2023-03-08,Chris Rock: Selective Outrage,2023.0,https://boxd.it/3X4Nu3,,,,2023-03-05,['Comedy']
2023-03-08,Marlon Wayans: God Loves Me,2023.0,https://boxd.it/3Xdqun,,,hbomax,2023-03-04,['Comedy']
2023-03-04,Creed,2015.0,https://boxd.it/3VUhYB,4.0,,,2023-03-03,['Drama']
2023-03-08,The Hunger Games: Mockingjay - Part 1,2014.0,https://boxd.it/3Xe4Jd,2.5,,,2023-03-02,"['Science Fiction', 'Adventure', 'Thriller']"
2023-03-07,Creed II,2018.0,https://boxd.it/3WWqw5,3.0,,,2023-03-02,"['Drama', 'Action']"
2023-03-04,Tampopo,1985.0,https://boxd.it/3VUidV,4.0,,hbomax,2023-03-01,['Comedy']
2023-03-02,Men in Black II,2002.0,https://boxd.it/3Vr6O3,2.5,,,2023-02-28,"['Action', 'Adventure', 'Comedy', 'Science Fiction']"
2023-02-28,All That Jazz,1979.0,https://boxd.it/3V6cmn,4.0,,,2023-02-27,['Drama']
2023-02-28,28 Days Later,2002.0,https://boxd.it/3UW0Gb,4.0,Yes,,2023-02-26,"['Horror', 'Thriller', 'Science Fiction']"
2023-02-26,Garth Marenghi's Darkplace,2004.0,https://boxd.it/3UuV3f,4.0,,amazonprime,2023-02-25,[]
2023-02-28,Men in Black,1997.0,https://boxd.it/3V6dyf,4.0,,,2023-02-24,"['Action', 'Adventure', 'Comedy', 'Science Fiction']"
2023-02-19,Edge of Tomorrow,2014.0,https://boxd.it/3SbmpT,4.0,,hbomax,2023-02-23,"['Action', 'Science Fiction']"
2023-02-23,Kill Bill: The Origin of O-Ren,2003.0,https://boxd.it/3TDFmT,3.5,,,2023-02-22,[]
2023-02-22,Transformers: Age of Extinction,2014.0,https://boxd.it/3Tm1cZ,1.5,,amazonprime,2023-02-21,"['Science Fiction', 'Action', 'Adventure']"
2023-02-22,Caged Heat,1974.0,https://boxd.it/3Tel41,3.0,,,2023-02-20,['Action']
2023-02-20,Dinosaur,2000.0,https://boxd.it/3SBigP,1.5,,disney+,2023-02-19,"['Family', 'Animation']"
2023-02-20,Taylor Tomlinson: Look at You,2022.0,https://boxd.it/3SzDWX,,,netflix,2023-02-18,['Comedy']
2023-02-19,Shake! Otis at Monterey,1987.0,https://boxd.it/3SsUwX,4.0,,,2023-02-18,"['Documentary', 'Music']"
2023-02-19,The Beach,2000.0,https://boxd.it/3Sr0xD,3.0,,,2023-02-18,"['Drama', 'Adventure', 'Romance', 'Thriller']"
2023-02-18,Fighting,2009.0,https://boxd.it/3S5kgj,2.5,,hbomax,2023-02-17,['Action']
2023-02-19,Ant-Man and the Wasp: Quantumania,2023.0,https://boxd.it/3Sla4J,3.0,,,2023-02-16,"['Action', 'Adventure', 'Science Fiction']"
2023-02-17,Any Given Sunday,1999.0,https://boxd.it/3RG8vV,2.5,,,2023-02-15,['Drama']
2023-02-16,Gridiron Gang,2006.0,https://boxd.it/3RupZf,3.0,,hbomax,2023-02-14,"['Crime', 'Drama']"
2023-02-06,Nick and Norah's Infinite Playlist,2008.0,https://boxd.it/3OOF5P,3.5,,hulu,2023-02-13,"['Comedy', 'Music', 'Drama']"
2023-02-15,eXistenZ,1999.0,https://boxd.it/3R9X67,3.5,,,2023-02-12,"['Action', 'Thriller', 'Science Fiction', 'Horror']"
2023-02-12,Burlesque,2010.0,https://boxd.it/3QxxyD,3.0,,appletv,2023-02-11,"['Drama', 'Romance']"
2023-02-05,The Keep,1983.0,https://boxd.it/3OBTDv,2.5,,,2023-02-10,"['Drama', 'Fantasy', 'Horror']"
2023-02-11,Chef,2014.0,https://boxd.it/3QdcPt,3.0,Yes,,2023-02-09,['Comedy']
2023-02-09,Magic Mike XXL,2015.0,https://boxd.it/3PJ9lv,4.5,,hbomax,2023-02-08,"['Comedy', 'Drama']"
2023-02-11,Magic Mike,2012.0,https://boxd.it/3Qdd6J,3.5,,hbomax,2023-02-07,"['Drama', 'Comedy']"
2023-02-07,The Holiday,2006.0,https://boxd.it/3Pf3cn,3.0,,hulu,2023-02-06,"['Comedy', 'Romance']"
2023-02-06,A Life Less Ordinary,1997.0,https://boxd.it/3OK32F,3.0,,,2023-02-05,"['Fantasy', 'Comedy', 'Romance']"
2023-02-05,The Pale Blue Eye,2022.0,https://boxd.it/3OhVrh,3.0,,netflix,2023-02-04,['Crime']
2023-02-05,Flesh + Blood,1985.0,https://boxd.it/3OhXRV,3.0,,amazonprime,2023-02-03,"['Adventure', 'Drama']"
2023-02-03,At the Heart of Gold: Inside the USA Gymnastics Scandal,2019.0,https://boxd.it/3NJSJz,3.0,,hbomax,2023-02-02,['Documentary']
2023-02-03,Pacific Rim,2013.0,https://boxd.it/3NW2ix,3.0,,hbomax,2023-02-02,"['Action', 'Science Fiction', 'Adventure']"
2023-02-02,Vampyr,1932.0,https://boxd.it/3NEeF3,3.5,,hbomax,2023-02-01,"['Horror', 'Fantasy']"
2023-02-01,Kick-Ass 2,2013.0,https://boxd.it/3NpiK7,2.5,,hbomax,2023-01-31,"['Action', 'Adventure', 'Crime']"
2023-01-31,Pusher II,2004.0,https://boxd.it/3N5VMB,4.0,,hulu,2023-01-30,"['Crime', 'Drama', 'Thriller']"
2023-01-30,Trainspotting,1996.0,https://boxd.it/3MFJ0j,4.0,,,2023-01-29,"['Drama', 'Crime']"
2023-01-29,In the Mood for Love,2000.0,https://boxd.it/3Mb3xl,5.0,,hbomax,2023-01-28,"['Drama', 'Romance']"
2023-01-27,All My Friends Hate Me,2021.0,https://boxd.it/3LJvkD,2.5,,hulu,2023-01-27,"['Comedy', 'Thriller', 'Horror']"
2023-01-27,Marcel the Shell with Shoes On,2021.0,https://boxd.it/3LyFQd,5.0,Yes,,2023-01-26,"['Animation', 'Comedy', 'Family', 'Drama', 'Adventure']"
2023-01-26,Miracle,2004.0,https://boxd.it/3LrjwL,3.0,,disney+,2023-01-25,"['Drama', 'History']"
2023-01-25,Avatar: The Deep Dive - A Special Edition of 20/20,2022.0,https://boxd.it/3L5yv5,2.5,,disney+,2023-01-24,['Documentary']
2023-01-25,Marcel the Shell with Shoes On,2021.0,https://boxd.it/3L1q7B,4.5,,,2023-01-24,"['Animation', 'Comedy', 'Family', 'Drama', 'Adventure']"
2023-01-24,Biker Boyz,2003.0,https://boxd.it/3KNkib,2.0,,hbomax,2023-01-23,"['Action', 'Drama']"
2023-01-23,Shallow Grave,1994.0,https://boxd.it/3Ko1Bt,3.5,,hbomax,2023-01-22,"['Crime', 'Thriller']"
2023-01-22,Shot Caller,2017.0,https://boxd.it/3K3nAl,4.0,,hbomax,2023-01-21,"['Crime', 'Drama', 'Thriller']"
2023-01-21,Puss in Boots: The Last Wish,2022.0,https://boxd.it/3JNGDV,4.0,,,2023-01-20,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy']"
2023-01-21,Puss in Boots: The Last Wish,2022.0,https://boxd.it/3JNH19,4.5,Yes,,2023-01-19,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy']"
2023-01-19,The Core,2003.0,https://boxd.it/3J7Txd,2.5,,hbomax,2023-01-18,"['Action', 'Thriller', 'Adventure', 'Science Fiction']"
2023-01-18,Pusher,1996.0,https://boxd.it/3J0PD3,4.0,,hulu,2023-01-17,"['Action', 'Crime', 'Drama', 'Thriller']"
2023-01-17,Claydream,2021.0,https://boxd.it/3IGHZF,3.5,,,2023-01-16,['Documentary']
2023-01-16,The Hitman's Bodyguard,2017.0,https://boxd.it/3IfJip,2.5,,,2023-01-15,"['Action', 'Comedy']"
2023-01-15,Aliens of the Deep,2005.0,https://boxd.it/3HSbxT,2.5,,disney+,2023-01-14,['Documentary']
2023-01-15,Solaris,2002.0,https://boxd.it/3HGFOV,3.5,Yes,hbomax,2023-01-12,"['Drama', 'Science Fiction', 'Mystery']"
2023-01-13,The Raid 2,2014.0,https://boxd.it/3H2oaT,4.5,Yes,netflix,2023-01-11,"['Action', 'Crime', 'Thriller']"
2023-01-11,Heat,1995.0,https://boxd.it/3GEuXz,4.5,,hulu,2023-01-10,"['Action', 'Crime', 'Drama', 'Thriller']"
2023-01-11,Spring Breakers,2012.0,https://boxd.it/3Gr90b,3.0,,showtime,2023-01-09,"['Drama', 'Crime']"
2023-01-09,The Scooby-Doo Project,1999.0,https://boxd.it/3FWEjL,4.0,,youtube,2023-01-08,"['Animation', 'Mystery', 'Horror', 'Comedy']"
2023-01-10,The Bad Guys,2022.0,https://boxd.it/3G5ka3,2.5,,netflix,2023-01-07,"['Animation', 'Action', 'Adventure', 'Crime', 'Comedy', 'Family']"
2023-01-07,Great Pretender,2020.0,https://boxd.it/3EWcFv,3.0,,,2023-01-06,['Comedy']
2023-01-06,The Menu,2022.0,https://boxd.it/3EB1VP,4.0,,hbomax,2023-01-05,"['Horror', 'Thriller', 'Comedy']"
2023-01-05,The Banshees of Inisherin,2022.0,https://boxd.it/3E3FlJ,4.5,,hbomax,2023-01-04,"['Drama', 'Comedy']"
2023-01-05,Near Dark,1987.0,https://boxd.it/3EeO2N,3.5,,,2023-01-04,['Horror']
2023-01-04,Blank Check,1994.0,https://boxd.it/3DNtBj,2.0,,,2023-01-03,"['Comedy', 'Family']"
2023-01-05,Wonder Woman,2017.0,https://boxd.it/3E1MnD,3.0,,hbomax,2023-01-02,"['Action', 'Adventure', 'Fantasy']"
2023-01-03,"Godzilla, King of the Monsters!",1956.0,https://boxd.it/3DnRqd,2.5,,hbomax,2023-01-01,"['Science Fiction', 'Action']"
2023-01-02,Old Dogs,2009.0,https://boxd.it/3D1JNf,1.5,,disney+,2022-12-31,"['Comedy', 'Family']"
2022-12-31,Apollo 10½:  A Space Age Childhood,2022.0,https://boxd.it/3BZ05T,3.0,,netflix,2022-12-30,"['Animation', 'Science Fiction', 'Family', 'Adventure', 'Comedy']"
2022-12-30,After Yang,2021.0,https://boxd.it/3BC5Ph,4.0,,showtime,2022-12-29,"['Science Fiction', 'Drama']"
2022-12-30,Æon Flux,2005.0,https://boxd.it/3BJRdz,2.0,,hbomax,2022-12-28,"['Science Fiction', 'Action', 'Thriller']"
2022-12-29,The NeverEnding Story,1984.0,https://boxd.it/3BfGAn,3.0,,hbomax,2022-12-27,"['Adventure', 'Fantasy', 'Family', 'Drama']"
2022-12-27,Knives Out,2019.0,https://boxd.it/3AFBbF,4.0,,,2022-12-26,"['Comedy', 'Crime', 'Mystery']"
2022-12-26,Smile,2022.0,https://boxd.it/3Ag6ot,3.0,,,2022-12-25,"['Horror', 'Mystery', 'Thriller']"
2022-12-26,Mortal Kombat Legends: Battle of the Realms,2021.0,https://boxd.it/3AhAuX,2.5,,hbomax,2022-12-25,"['Animation', 'Action', 'Fantasy']"
2022-12-25,Glass Onion,2022.0,https://boxd.it/3zUpoj,3.5,,netflix,2022-12-24,"['Comedy', 'Crime', 'Mystery']"
2022-12-25,Star Trek IV: The Voyage Home,1986.0,https://boxd.it/3zWtjr,3.5,,hbomax,2022-12-24,"['Science Fiction', 'Adventure']"
2022-12-24,Tremors,1990.0,https://boxd.it/3zn3cf,4.0,,,2022-12-23,"['Horror', 'Comedy', 'Action']"
2022-12-23,Violent Night,2022.0,https://boxd.it/3zeCp1,3.5,,,2022-12-22,"['Action', 'Comedy', 'Crime', 'Thriller']"
2022-12-25,The Goonies,1985.0,https://boxd.it/3zVc9d,3.0,,hbomax,2022-12-21,"['Adventure', 'Comedy', 'Family']"
2022-12-22,Twenty Something,2021.0,https://boxd.it/3yZ561,3.0,,disney+,2022-12-20,"['Animation', 'Comedy', 'Drama']"
2022-12-21,A Most Violent Year,2014.0,https://boxd.it/3yAKZL,3.5,,hbomax,2022-12-19,"['Crime', 'Drama', 'Thriller']"
2022-12-20,Avatar: The Way of Water,2022.0,https://boxd.it/3yr8Av,4.0,,,2022-12-18,"['Science Fiction', 'Adventure', 'Action']"
2022-12-18,On the Count of Three,2021.0,https://boxd.it/3xKZd9,3.5,,hulu,2022-12-17,"['Comedy', 'Drama']"
2022-12-18,Guillermo del Toro's Pinocchio: Handcarved Cinema,2022.0,https://boxd.it/3xJKMr,3.0,Yes,,2022-12-16,['Documentary']
2022-12-18,Guillermo del Toro's Pinocchio,2022.0,https://boxd.it/3xJKCr,4.0,Yes,,2022-12-15,"['Animation', 'Fantasy', 'Drama', 'Music']"
2022-12-14,Don't Worry Darling,2022.0,https://boxd.it/3x0Pe5,2.0,,hbomax,2022-12-14,"['Thriller', 'Mystery', 'Science Fiction']"
2022-12-15,Guillermo del Toro's Pinocchio: Handcarved Cinema,2022.0,https://boxd.it/3xaddj,3.5,,netflix,2022-12-13,['Documentary']
2022-12-14,Guillermo del Toro's Pinocchio,2022.0,https://boxd.it/3x0alz,4.5,,,2022-12-12,"['Animation', 'Fantasy', 'Drama', 'Music']"
2022-12-13,Enola Holmes 2,2022.0,https://boxd.it/3wFBkr,3.5,,netflix,2022-12-11,"['Adventure', 'Mystery', 'Comedy', 'Crime']"
2022-12-10,Disenchanted,2022.0,https://boxd.it/3w4wV9,2.5,,disney+,2022-12-10,"['Comedy', 'Family', 'Fantasy']"
2022-12-09,Enchanted,2007.0,https://boxd.it/3vSp7R,4.0,,disney+,2022-12-09,"['Comedy', 'Family', 'Fantasy', 'Romance']"
2022-12-09,The Wave,2019.0,https://boxd.it/3vRVI9,3.0,,amazonprime,2022-12-08,['Science Fiction']
2022-12-09,Reel Injun,2009.0,https://boxd.it/3vRUwr,3.5,,amazonprime,2022-12-08,"['Documentary', 'Western']"
2022-12-08,Candyman,2021.0,https://boxd.it/3vxIbr,3.0,,amazonprime,2022-12-07,"['Horror', 'Mystery', 'Thriller']"
2022-12-07,Lamb,2021.0,https://boxd.it/3vrY95,3.0,,showtime,2022-12-06,['Drama']
2022-12-07,Black Hawk Down,2001.0,https://boxd.it/3vrVZR,3.5,,hbomax,2022-12-06,"['Action', 'History', 'War']"
2022-12-07,Fantastic Four: Rise of the Silver Surfer,2007.0,https://boxd.it/3vs0ij,2.0,,disney+,2022-12-06,"['Adventure', 'Fantasy', 'Action', 'Thriller']"
2022-12-08,Outrage,2010.0,https://boxd.it/3vy1Sz,3.0,,amazonprime,2022-12-06,['Documentary']
2022-12-06,TÁR,2022.0,https://boxd.it/3vbGKP,4.5,,,2022-12-05,"['Drama', 'Music']"
2022-12-05,Wendell & Wild,2022.0,https://boxd.it/3v5XHV,4.0,,netflix,2022-12-04,"['Animation', 'Comedy', 'Fantasy', 'Adventure']"
2022-12-04,Black Adam,2022.0,https://boxd.it/3uHamL,2.5,,,2022-12-03,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']"
2022-12-03,Annihilation,2018.0,https://boxd.it/3usHGz,4.0,,,2022-12-02,"['Science Fiction', 'Horror']"
2022-12-02,Suspiria,2018.0,https://boxd.it/3uoSrH,3.5,,amazonprime,2022-12-01,"['Fantasy', 'Horror', 'Thriller', 'Drama']"
2022-12-02,The Ice Storm,1997.0,https://boxd.it/3unOOl,3.5,,showtime,2022-12-01,['Drama']
2022-12-01,O.G.,2018.0,https://boxd.it/3udyAH,3.0,,hbomax,2022-11-30,['Drama']
2022-12-02,The Guardians of the Galaxy Holiday Special,2022.0,https://boxd.it/3ujeRb,4.0,Yes,disney+,2022-11-29,"['Comedy', 'Science Fiction', 'Adventure']"
2022-11-30,Top Gun: Maverick,2022.0,https://boxd.it/3tW6mX,4.0,Yes,,2022-11-28,"['Action', 'Drama']"
2022-11-29,Magic & Bird: A Courtship of Rivals,2010.0,https://boxd.it/3tPwwZ,3.5,,hbomax,2022-11-27,"['Documentary', 'Drama']"
2022-11-28,Ponyo,2008.0,https://boxd.it/3tzwVX,4.0,Yes,hbomax,2022-11-26,"['Animation', 'Fantasy', 'Family']"
2022-11-26,The Guardians of the Galaxy Holiday Special,2022.0,https://boxd.it/3t202P,4.5,,disney+,2022-11-25,"['Comedy', 'Science Fiction', 'Adventure']"
2022-11-25,Do Revenge,2022.0,https://boxd.it/3sTVbh,3.0,,netflix,2022-11-24,['Comedy']
2022-11-25,Casino,1995.0,https://boxd.it/3sSRwX,4.5,,netflix,2022-11-24,"['Crime', 'Drama', 'History']"
2022-11-24,Harlan County U.S.A.,1976.0,https://boxd.it/3sHX2H,4.5,,hbomax,2022-11-23,['Documentary']
2022-11-25,"Confess, Fletch",2022.0,https://boxd.it/3sOUgv,3.5,,hulu,2022-11-22,"['Crime', 'Comedy', 'Mystery']"
2022-11-22,Hold the Dark,2018.0,https://boxd.it/3snUR3,2.5,,netflix,2022-11-21,"['Thriller', 'Mystery', 'Crime']"
2022-11-21,Black Panther: Wakanda Forever,2022.0,https://boxd.it/3sa0ib,3.5,,,2022-11-20,"['Action', 'Adventure', 'Science Fiction']"
2022-11-21,Romeo + Juliet,1996.0,https://boxd.it/3s3A6r,4.0,,hbomax,2022-11-19,"['Drama', 'Romance']"
2022-11-21,Star Wars: Tales of the Jedi,2022.0,https://boxd.it/3s3vNb,4.0,,,2022-11-18,[]
2022-11-17,Katrina Babies,2022.0,https://boxd.it/3reSH9,3.5,,hbomax,2022-11-17,['Documentary']
2022-11-17,Ambulance,2022.0,https://boxd.it/3rk94D,3.5,,hbomax,2022-11-16,"['Thriller', 'Action']"
2022-11-17,The Signal,2007.0,https://boxd.it/3rjoeV,2.5,,amazonprime,2022-11-16,"['Thriller', 'Science Fiction']"
2022-11-16,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985.0,https://boxd.it/3r8ZZx,2.5,,hbomax,2022-11-15,['Horror']
2022-11-16,Thirteen Lives,2022.0,https://boxd.it/3r5Yht,3.5,,amazonprime,2022-11-15,"['Drama', 'Thriller', 'Action', 'Adventure']"
2022-11-15,Midnight Mass,2021.0,https://boxd.it/3qXyZX,3.5,,netflix,2022-11-14,"['Drama', 'Horror']"
2022-11-15,The Nightmare Before Christmas,1993.0,https://boxd.it/3qWKiJ,4.5,,disney+,2022-11-14,"['Fantasy', 'Animation', 'Family']"
2022-11-15,Oblivion,2013.0,https://boxd.it/3qQxXR,2.5,Yes,netflix,2022-11-13,"['Action', 'Science Fiction', 'Adventure', 'Mystery']"
2022-11-14,Eyes Wide Shut,1999.0,https://boxd.it/3qK1h3,4.5,,hbomax,2022-11-12,"['Drama', 'Thriller', 'Mystery']"
2022-11-12,Chungking Express,1994.0,https://boxd.it/3qfpqr,5.0,,hbomax,2022-11-11,"['Drama', 'Comedy', 'Romance']"
2022-11-11,Life of Pi,2012.0,https://boxd.it/3pUHLP,4.0,,hbomax,2022-11-10,"['Adventure', 'Drama']"
2022-11-11,Dawn of the Dead,2004.0,https://boxd.it/3pUBfN,3.0,Yes,amazonprime,2022-11-10,"['Horror', 'Action']"
2022-11-10,Under the Skin,2013.0,https://boxd.it/3pJ1Ol,3.5,,hbomax,2022-11-09,"['Thriller', 'Science Fiction', 'Drama']"
2022-11-09,This Is Going to Hurt,2022.0,https://boxd.it/3pE1hL,4.0,,amazonprime,2022-11-08,['Documentary']
2022-11-08,The Boys Presents: Diabolical,2022.0,https://boxd.it/3pviNV,3.0,,amazonprime,2022-11-08,[]
2022-11-09,Draft Day,2014.0,https://boxd.it/3pFnGv,3.0,,disney+,2022-11-08,['Drama']
2022-11-08,Manchester by the Sea,2016.0,https://boxd.it/3pv6oJ,4.5,,amazonprime,2022-11-07,['Drama']
2022-11-08,Drunken Master,1978.0,https://boxd.it/3puCbP,3.0,,amazonprime,2022-11-07,"['Action', 'Comedy']"
2022-11-08,Full Metal Jacket,1987.0,https://boxd.it/3pqKRB,4.0,,,2022-11-06,"['Drama', 'War']"
2022-11-07,Paddington 2,2017.0,https://boxd.it/3p70MH,4.5,Yes,hbomax,2022-11-05,"['Adventure', 'Comedy', 'Family']"
2022-11-07,Our Idiot Brother,2011.0,https://boxd.it/3p71jr,3.0,,netflix,2022-11-04,"['Comedy', 'Drama']"
2022-11-04,Synchronic,2019.0,https://boxd.it/3owIcz,3.0,,hulu,2022-11-03,"['Science Fiction', 'Drama', 'Thriller', 'Horror']"
